FID_,osm_id,lastchange,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel
,41020348, ,5122,residential,Strada Iancu Jianu,,0,0,0,0,0
,41020350, ,5122,residential,Strada Olteneșanu,,0,0,0,0,0
,41020351, ,5122,residential,Strada Nicolae Filipescu,,0,0,0,0,0
,41020353, ,5122,residential,Strada Mitropolit Filaret,,0,0,0,0,0
,41020357, ,5115,tertiary,Strada Ferdinand,,0,0,0,0,0
,41020394, ,5115,tertiary,Strada Matei Basarab,,0,0,0,0,0
,41020402, ,5122,residential,Strada Doctor Hacman,,0,0,0,0,0
,41020403, ,5123,living_street,Aleea Ionel Geanta,,0,0,0,0,0
,41020405, ,5123,living_street,Aleea Ionel Geanta,,0,0,0,0,0
,41020411, ,5122,residential,Strada C.C. Stork,,0,0,0,0,0
,41020414, ,5122,residential,Strada Mureș,,0,0,0,0,0
,41020422, ,5122,residential,Strada Nicolae Epure,,0,0,0,0,0
,41020426, ,5122,residential,Aleea Cocorilor,,0,0,0,0,0
,41020470, ,5122,residential,Strada Doctor Hasman,,0,0,0,0,0
,41021516, ,5122,residential,Strada Ostroveni,,0,0,0,0,0
,41022366, ,5115,tertiary,Bulevardul Dem Rădulescu,,0,0,0,0,0
,41023284, ,5122,residential,Strada Petriarh Iustinian Marina,,0,0,0,0,0
,41023946, ,5122,residential,Strada Prundului,,0,0,0,0,0
,41025380, ,5115,tertiary,Bulevardul Tineretului,,0,0,0,0,0
,41027119, ,5122,residential,Strada Mihai Eminescu,,0,0,0,0,0
,41027751, ,5115,tertiary,Bulevardul Tineretului,,1,0,0,0,0
,41027885, ,5122,residential,Strada Nicolae Iorga,,0,0,0,0,0
,41029449, ,5115,tertiary,Bulevardul Tineretului,,0,0,0,0,0
,41029622, ,5122,residential,Strada Eugen Ciorăscu,,0,0,0,0,0
,41032445, ,5122,residential,Strada George Coșbuc,,0,0,0,0,0
,41032875, ,5122,residential,Aleea Olănești,,0,0,0,0,0
,41032894, ,5122,residential,Aleea Olănești,,0,0,0,0,0
,41032958, ,5115,tertiary,Bulevardul Tineretului,,1,0,0,0,0
,41032967, ,5115,tertiary,Bulevardul Tineretului,,1,0,0,0,0
,41032976, ,5115,tertiary,Bulevardul Tineretului,,1,0,0,0,0
,41033030, ,5115,tertiary,Bulevardul Tineretului,,1,0,0,0,0
