Tip artera	Denumire artera	Numar	Codpostal	Sector	Oficiu distribuire
Strad?	Transilvaniei	nr. 34-T	010799	1	Bucure?ti 12
Strad?	Vulc?nescu Mircea	nr. 87-89	010816	1	Bucure?ti 12
Strad?	Vulc?nescu Mircea	nr. 91-97	010817	1	Bucure?ti 12
Strad?	Vulc?nescu Mircea	nr. 70-76	010823	1	Bucure?ti 12
Strad?	Vulc?nescu Mircea	nr. 78-82	010824	1	Bucure?ti 12
Strad?	Maramure?	nr. 1-T	010831	1	Bucure?ti 12
Strad?	Maramure?	nr. 2-T	010832	1	Bucure?ti 12
Strad?	Baldovin Pârc?labul	nr. 1-9	010843	1	Bucure?ti 12
Strad?	Baldovin Pârc?labul	nr. 11-T	010844	1	Bucure?ti 12
Strad?	Baldovin Pârc?labul	nr. 2-T	010845	1	Bucure?ti 12
Intrare	Baldovin Pârc?labul		010846	1	Bucure?ti 12
Bulevard	Golescu Dinicu	nr. 2-16	010871	1	Bucure?ti 12
Bulevard	Golescu Dinicu	nr. 18-34	010872	1	Bucure?ti 12
Splai	Independen?ei	nr. 200-202	060021	6	Bucure?ti 12
Splai	Independen?ei	nr. 202A	060022	6	Bucure?ti 12
Splai	Independen?ei	nr. 202B- 202Z	060023	6	Bucure?ti 12
Splai	Independen?ei	nr. 206-210	060025	6	Bucure?ti 12
Splai	Independen?ei	nr. 212-240	060026	6	Bucure?ti 12
Strad?	Noica Constantin	nr. 2-118	060054	6	Bucure?ti 12
Strad?	Noica Constantin	nr. 120-134	060055	6	Bucure?ti 12
Strad?	Noica Constantin	nr. 136-138	060056	6	Bucure?ti 12
Strad?	Noica Constantin	nr. 140-T	060057	6	Bucure?ti 12
Cale	Plevnei	nr. 120-132	010241	1	Bucure?ti 12
Cale	Plevnei	nr. 134-136	010242	1	Bucure?ti 12
Cale	Plevnei	nr. 138-144	010243	1	Bucure?ti 12
Splai	Independen?ei	nr. 96-198	010271	1	Bucure?ti 12
Bulevard	Golescu Dinicu	nr. 13-21	010863	1	Bucure?ti 12
Bulevard	Golescu Dinicu	nr. 23-25	010864	1	Bucure?ti 12
Bulevard	Golescu Dinicu	nr. 27-29	010865	1	Bucure?ti 12
Strad?	Witing	nr. 1-17	010901	1	Bucure?ti 12
Strad?	Witing	nr. 19-T	010902	1	Bucure?ti 12
Strad?	Witing	nr. 2-20	010903	1	Bucure?ti 12
Strad?	Witing	nr. 22-T	010904	1	Bucure?ti 12
Intrare	Witing		010905	1	Bucure?ti 12
Strad?	Noica Constantin	nr. 1-157	060051	6	Bucure?ti 12
Strad?	Noica Constantin	nr. 159-181	060052	6	Bucure?ti 12
Strad?	Noica Constantin	nr. 183-T	060053	6	Bucure?ti 12
Cale	Plevnei	nr. 65-125	010224	1	Bucure?ti 12
Cale	Plevnei	nr. 127-135	010225	1	Bucure?ti 12
Cale	Plevnei	nr. 88-94	010236	1	Bucure?ti 12
Cale	Plevnei	nr. 96-100	010237	1	Bucure?ti 12
Cale	Plevnei	nr. 102-118	010238	1	Bucure?ti 12
Strad?	Vulc?nescu Mircea	nr. 99-119	010818	1	Bucure?ti 12
Strad?	Vulc?nescu Mircea	nr. 121-T	010819	1	Bucure?ti 12
Strad?	Vulc?nescu Mircea	nr. 84-94	010825	1	Bucure?ti 12
Strad?	Vulc?nescu Mircea	nr. 96-T	010826	1	Bucure?ti 12
Bulevard	Golescu Dinicu	nr. 1-7	010861	1	Bucure?ti 12
Bulevard	Golescu Dinicu	nr. 9-11	010862	1	Bucure?ti 12
Strad?	Virgiliu	nr. 1-37	010881	1	Bucure?ti 12
Strad?	Virgiliu	nr. 39-T	010882	1	Bucure?ti 12
Strad?	Virgiliu	nr. 2-24	010883	1	Bucure?ti 12
Strad?	Virgiliu	nr. 26-T	010884	1	Bucure?ti 12
Strad?	Cotiturii		010885	1	Bucure?ti 12
Strad?	Dobrogei	nr. 1-T	010886	1	Bucure?ti 12
Strad?	Dobrogei	nr. 2-T	010887	1	Bucure?ti 12
Strad?	Lipova	nr. 1-T	010888	1	Bucure?ti 12
Strad?	Lipova	nr. 2-T	010889	1	Bucure?ti 12
Intrare	Difuzorului	nr. 1-T	010891	1	Bucure?ti 12
Intrare	Difuzorului	nr. 2-T	010892	1	Bucure?ti 12
Strad?	"Gusti Dimitrie, sociolog"	nr. 1-T	010893	1	Bucure?ti 12
Strad?	"Gusti Dimitrie, sociolog"	nr. 2-T	010894	1	Bucure?ti 12
Strad?	Macedonia	nr. 1-T	010895	1	Bucure?ti 12
Strad?	Macedonia	nr. 2-T	010896	1	Bucure?ti 12
Strad?	F?g?ra?	nr. 1-T	010897	1	Bucure?ti 12
Strad?	F?g?ra?	nr. 2-T	010898	1	Bucure?ti 12
Intrare	Furtun? ?tefan		010899	1	Bucure?ti 12
Intrare	Protonilor		060061	6	Bucure?ti 12
?osea	Orhideelor	nr. 21-23	060072	6	Bucure?ti 12
?osea	Orhideelor	nr. 24	060074	6	Bucure?ti 12
Bulevard	Golescu Dinicu	nr. 31-35	010866	1	Bucure?ti 12
Bulevard	Golescu Dinicu	nr. 37-39	010867	1	Bucure?ti 12
Bulevard	Golescu Dinicu	nr. 41-43	010868	1	Bucure?ti 12
Bulevard	Golescu Dinicu	nr. 45-T	010869	1	Bucure?ti 12
Bulevard	Golescu Dinicu	nr. 40-T	010874	1	Bucure?ti 12
Strad?	Aristia Costache	nr. 1-T	010911	1	Bucure?ti 12
Strad?	Aristia Costache	nr. 2-T	010912	1	Bucure?ti 12
Strad?	Darclee Hariclea	nr. 1-T	010913	1	Bucure?ti 12
Strad?	Darclee Hariclea	nr. 2-T	010914	1	Bucure?ti 12
Strad?	Ra?iu dr.	nr. 1-T	010915	1	Bucure?ti 12
Strad?	Ra?iu dr.	nr. 2-T	010916	1	Bucure?ti 12
Strad?	B?l?cescu Constantin	nr. 1-T	010917	1	Bucure?ti 12
Strad?	B?l?cescu Constantin	nr. 2-T	010918	1	Bucure?ti 12
Strad?	Vespasian	nr. 1-37	010921	1	Bucure?ti 12
Strad?	Vespasian	nr. 39-T	010922	1	Bucure?ti 12
Strad?	Vespasian	nr. 2-22	010923	1	Bucure?ti 12
Strad?	Vespasian	nr. 24-T	010924	1	Bucure?ti 12
Strad?	M?gire?ti	nr. 1-T	010925	1	Bucure?ti 12
Strad?	M?gire?ti	nr. 2-T	010926	1	Bucure?ti 12
?osea	Orhideelor	nr. 25-33	010953	1	Bucure?ti 12
?osea	Orhideelor	nr. 35-T	010954	1	Bucure?ti 12
?osea	Orhideelor	nr. 26-44	010955	1	Bucure?ti 12
?osea	Orhideelor	nr. 46-T	010956	1	Bucure?ti 12
Cale	Plevnei	nr. 137-143	060011	6	Bucure?ti 12
Cale	Plevnei	nr. 145	060012	6	Bucure?ti 12
Cale	Plevnei	nr. 147-T	060013	6	Bucure?ti 12
Cale	Plevnei	nr. 146-170	060014	6	Bucure?ti 12
Cale	Plevnei	nr. 172-200	060015	6	Bucure?ti 12
Cale	Plevnei	nr. 202-T	060016	6	Bucure?ti 12
Pia??	Gara Basarab		060075	6	Bucure?ti 12
Strad?	Institutul Medico-Militar		010919	1	Bucure?ti 12
Strad?	"Pisoni, ing."	nr. 1-T	010927	1	Bucure?ti 12
Strad?	"Pisoni, ing."	nr. 2-T	010928	1	Bucure?ti 12
Strad?	Bihor	nr. 1-T	010931	1	Bucure?ti 12
Strad?	Bihor	nr. 2-T	010932	1	Bucure?ti 12
Strad?	Banat	nr. 1-T	010933	1	Bucure?ti 12
Strad?	Banat	nr. 2-T	010934	1	Bucure?ti 12
Strad?	Bogdan Vod?	nr. 1-T	010935	1	Bucure?ti 12
Strad?	Bogdan Vod?	nr. 2-T	010936	1	Bucure?ti 12
Strad?	Doamna Despina	nr. 1-T	010937	1	Bucure?ti 12
Strad?	Doamna Despina	nr. 2-T	010938	1	Bucure?ti 12
Strad?	Domni?a Ancu?a	nr. 1-T	010941	1	Bucure?ti 12
Strad?	Domni?a Ancu?a	nr. 2-T	010942	1	Bucure?ti 12
Strad?	Barierei	nr. 1-T	010943	1	Bucure?ti 12
Strad?	Barierei	nr. 2-T	010944	1	Bucure?ti 12
Strad?	Afluentului	nr. 1-T	010945	1	Bucure?ti 12
Strad?	Afluentului	nr. 2-T	010946	1	Bucure?ti 12
Strad?	Elizeu	nr. 1-T	010947	1	Bucure?ti 12
Strad?	Elizeu	nr. 2-T	010948	1	Bucure?ti 12
Strad?	Fluviului	nr. 1-T	010951	1	Bucure?ti 12
Strad?	Fluviului	nr. 2-T	010952	1	Bucure?ti 12
Cale	Grivi?ei	nr. 1-19	010701	1	Bucure?ti 12
Cale	Grivi?ei	nr. 21-31	010702	1	Bucure?ti 12
Cale	Grivi?ei	nr. 33-51	010703	1	Bucure?ti 12
Cale	Grivi?ei	nr. 53-69	010704	1	Bucure?ti 12
Cale	Grivi?ei	nr. 71-97	010705	1	Bucure?ti 12
Cale	Grivi?ei	nr. 99-117	010706	1	Bucure?ti 12
Cale	Grivi?ei	nr. 119-137	010707	1	Bucure?ti 12
Strad?	Banului		010771	1	Bucure?ti 12
Strad?	"Budi?teanu Constantin, g-ral."	nr. 1-11	010772	1	Bucure?ti 12
Strad?	"Budi?teanu Constantin, g-ral."	nr. 13-T	010773	1	Bucure?ti 12
Strad?	"Budi?teanu Constantin, g-ral."	nr. 2-10	010774	1	Bucure?ti 12
Strad?	"Budi?teanu Constantin, g-ral."	nr. 12-T	010775	1	Bucure?ti 12
Strad?	"Aman Theodor, pictor"	nr. 1-13	010776	1	Bucure?ti 12
Strad?	"Aman Theodor, pictor"	nr. 15-T	010777	1	Bucure?ti 12
Strad?	"Aman Theodor, pictor"	nr. 2-20	010778	1	Bucure?ti 12
Strad?	"Aman Theodor, pictor"	nr. 22-T	010779	1	Bucure?ti 12
Strad?	Atelierului	nr. 1-T	010847	1	Bucure?ti 12
Strad?	Atelierului	nr. 2-T	010848	1	Bucure?ti 12
Intrare	Luncani		010849	1	Bucure?ti 12
Cale	Grivi?ei	nr. 2-10	010731	1	Bucure?ti 12
Cale	Grivi?ei	nr. 12-26	010732	1	Bucure?ti 12
Cale	Grivi?ei	nr. 28-56	010733	1	Bucure?ti 12
Cale	Grivi?ei	nr. 58-78	010734	1	Bucure?ti 12
Strad?	Moxa Mihail	nr. 1-T	010961	1	Bucure?ti 12
Strad?	Moxa Mihail	nr. 2-T	010962	1	Bucure?ti 12
Strad?	Sfin?ii Voievozi	nr. 1-19	010963	1	Bucure?ti 12
Strad?	Sfin?ii Voievozi	nr. 21-39	010964	1	Bucure?ti 12
Strad?	Sfin?ii Voievozi	nr. 41-T	010965	1	Bucure?ti 12
Strad?	Sfin?ii Voievozi	nr. 2-34	010966	1	Bucure?ti 12
Strad?	Sfin?ii Voievozi	nr. 36-T	010967	1	Bucure?ti 12
Pia??	Sfin?ii Voievozi		010968	1	Bucure?ti 12
Strad?	Teodoroiu Ecaterina	nr. 1-T	010971	1	Bucure?ti 12
Strad?	Teodoroiu Ecaterina	nr. 2-T	010972	1	Bucure?ti 12
Intrare	Teodoroiu Ecaterina		010973	1	Bucure?ti 12
Strad?	Semicercului	nr. 1-T	010974	1	Bucure?ti 12
Strad?	Semicercului	nr. 2-T	010975	1	Bucure?ti 12
Strad?	Manu Gheorghe	nr. 19-27	010443	1	Bucure?ti 12
Strad?	Manu Gheorghe	nr. 29-T	010444	1	Bucure?ti 12
Strad?	Manu Gheorghe	nr. 14-20	010446	1	Bucure?ti 12
Strad?	Manu Gheorghe	nr. 22-T	010447	1	Bucure?ti 12
Intrare	"Lemnea Dumitru, lt."		010976	1	Bucure?ti 12
Strad?	Occidentului	nr. 1-27	010981	1	Bucure?ti 12
Strad?	Occidentului	nr. 29-T	010982	1	Bucure?ti 12
Strad?	Occidentului	nr. 2-22	010983	1	Bucure?ti 12
Strad?	Occidentului	nr. 24-T	010984	1	Bucure?ti 12
Strad?	Frumoas?	nr. 1-27	010985	1	Bucure?ti 12
Strad?	Frumoas?	nr. 29-T	010986	1	Bucure?ti 12
Strad?	Frumoas?	nr. 2-48	010987	1	Bucure?ti 12
Strad?	Frumoas?	nr. 50-T	010988	1	Bucure?ti 12
Intrare	Frumoas?		010989	1	Bucure?ti 12
Pia??	Buze?ti		011018	1	Bucure?ti 12
Cale	Grivi?ei	nr. 80-106	010735	1	Bucure?ti 12
Cale	Grivi?ei	nr. 108-130	010736	1	Bucure?ti 12
Cale	Grivi?ei	nr. 132-136	010737	1	Bucure?ti 12
Cale	Grivi?ei	nr. 138	010738	1	Bucure?ti 12
Strad?	Sevastopol	nr. 1-T	010991	1	Bucure?ti 12
Strad?	Sevastopol	nr. 2-T	010992	1	Bucure?ti 12
Intrare	Sevastopol		010993	1	Bucure?ti 12
Intrare	"Augustin Dan, serg."		010994	1	Bucure?ti 12
Intrare	"Dasc?lu Nicolae, serg."		010995	1	Bucure?ti 12
Intrare	"Ionescu David, cap."		010996	1	Bucure?ti 12
Strad?	Buze?ti	nr. 1-21	011011	1	Bucure?ti 12
Strad?	Buze?ti	nr. 23-53	011012	1	Bucure?ti 12
Strad?	Buze?ti	nr. 2-28	011014	1	Bucure?ti 12
Strad?	Buze?ti	nr. 30-52	011015	1	Bucure?ti 12
Intrare	Buze?ti		011016	1	Bucure?ti 12
Bulevard	Cuza Alexandru Ioan	nr. 1-23	011051	1	Bucure?ti 12
Bulevard	Cuza Alexandru Ioan	nr. 25-43	011052	1	Bucure?ti 12
Bulevard	Cuza Alexandru Ioan	nr. 2-34	011055	1	Bucure?ti 12
Strad?	Polizu Gheorghe	nr. 1-T	011061	1	Bucure?ti 12
Strad?	Polizu Gheorghe	nr. 2-T	011062	1	Bucure?ti 12
Strad?	"Varnali Leonida, dr."	nr. 1-T	011063	1	Bucure?ti 12
Strad?	"Varnali Leonida, dr."	nr. 2-T	011064	1	Bucure?ti 12
Intrare	Sagna		011065	1	Bucure?ti 12
Intrare	G?din?i		011066	1	Bucure?ti 12
Intrare	Micle Veronica		010046	1	Bucure?ti 12
Strad?	Micle Veronica	nr. 1-T	011043	1	Bucure?ti 12
Strad?	Micle Veronica	nr. 2-20	011044	1	Bucure?ti 12
Strad?	Micle Veronica	nr. 22-T	011045	1	Bucure?ti 12
Strad?	Maltopol	nr. 1-T	011047	1	Bucure?ti 12
Strad?	Maltopol	nr. 2-T	011048	1	Bucure?ti 12
Bulevard	Cuza Alexandru Ioan	nr. 45-81	011053	1	Bucure?ti 12
Bulevard	Cuza Alexandru Ioan	nr. 83-T	011054	1	Bucure?ti 12
Bulevard	Cuza Alexandru Ioan	nr. 36-56	011056	1	Bucure?ti 12
Bulevard	Cuza Alexandru Ioan	nr. 58-T	011057	1	Bucure?ti 12
Strad?	"Cernat Alexandru, g-ral"	nr. 1-T	011058	1	Bucure?ti 12
Strad?	"Cernat Alexandru, g-ral"	nr. 2-T	011059	1	Bucure?ti 12
Strad?	Dep?r??eanu Alexandru	nr. 1-T	011095	1	Bucure?ti 12
Strad?	Dep?r??eanu Alexandru	nr. 2-T	011096	1	Bucure?ti 12
Strad?	Miron Costin	nr. 1-T	011097	1	Bucure?ti 12
Strad?	Miron Costin	nr. 2-T	011098	1	Bucure?ti 12
Cale	Grivi?ei	nr. 167-189	010709	1	Bucure?ti 12
Cale	Grivi?ei	nr. 191-215	010711	1	Bucure?ti 12
Intrare	Grivi?ei		010712	1	Bucure?ti 12
Cale	Grivi?ei	nr. 140-146	010741	1	Bucure?ti 12
Cale	Grivi?ei	nr. 148	010742	1	Bucure?ti 12
Cale	Grivi?ei	nr. 150-154	010743	1	Bucure?ti 12
Cale	Grivi?ei	nr. 156	010744	1	Bucure?ti 12
Cale	Grivi?ei	nr. 158	010745	1	Bucure?ti 12
Strad?	"??ru?anu Pandele, ing."	nr. 1-T	011085	1	Bucure?ti 12
Strad?	"??ru?anu Pandele, ing."	nr. 2-T	011086	1	Bucure?ti 12
Strad?	"Bianu Ioan, filolog"	nr. 1-T	011091	1	Bucure?ti 12
Strad?	"Bianu Ioan, filolog"	nr. 2-T	011092	1	Bucure?ti 12
Strad?	Negruzzi Iacob	nr. 1-T	011093	1	Bucure?ti 12
Strad?	Negruzzi Iacob	nr. 2-T	011094	1	Bucure?ti 12
Strad?	Rare? Petru	nr. 1-T	011101	1	Bucure?ti 12
Strad?	Rare? Petru	nr. 2-T	011102	1	Bucure?ti 12
Intrare	Dan Vod?		011103	1	Bucure?ti 12
Intrare	Duca Vod?		011104	1	Bucure?ti 12
Pia??	Gara de Nord	nr. 1-T	010858	1	Bucure?ti 12
Bulevard	"Duca D.Gheorghe, ing."	nr. 1-11	011071	1	Bucure?ti 12
Bulevard	"Duca D.Gheorghe, ing."	nr. 13-17	011072	1	Bucure?ti 12
Bulevard	"Duca D.Gheorghe, ing."	nr. 19-T	011073	1	Bucure?ti 12
Bulevard	"Duca D.Gheorghe, ing."	nr. 2-8	011074	1	Bucure?ti 12
Bulevard	"Duca D.Gheorghe, ing."	nr. 10-22	011075	1	Bucure?ti 12
Bulevard	"Duca D.Gheorghe, ing."	nr. 24-T	011076	1	Bucure?ti 12
Strad?	Poni Petru	nr. 1-T	011077	1	Bucure?ti 12
Strad?	Poni Petru	nr. 2-T	011078	1	Bucure?ti 12
Strad?	Arion C.C.	nr. 1-T	011081	1	Bucure?ti 12
Strad?	Arion C.C.	nr. 2-T	011082	1	Bucure?ti 12
Strad?	"Ionescu Paul, lt. col."	nr. 1-T	011083	1	Bucure?ti 12
Strad?	"Ionescu Paul, lt. col."	nr. 2-T	011084	1	Bucure?ti 12
Strad?	"Dissescu Constantin, jr."	nr. 1-27	011087	1	Bucure?ti 12
Strad?	"Dissescu Constantin, jr."	nr. 29-T	011088	1	Bucure?ti 12
Strad?	"Dissescu Constantin, jr."	nr. 2-T	011089	1	Bucure?ti 12
Cale	Grivi?ei	nr. 139-165	010708	1	Bucure?ti 12
Strad?	Cameliei	nr. 1-29	010851	1	Bucure?ti 12
Strad?	Cameliei	nr. 31-T	010852	1	Bucure?ti 12
Strad?	Cameliei	nr. 2-16	010853	1	Bucure?ti 12
Strad?	Cameliei	nr. 18-T	010854	1	Bucure?ti 12
Strad?	Gara de Nord	nr. 1-T	010855	1	Bucure?ti 12
Strad?	Gara de Nord	nr. 2-4	010856	1	Bucure?ti 12
Strad?	Gara de Nord	nr. 6-T	010857	1	Bucure?ti 12
Pia??	Gara de Nord	nr. 2-T	010859	1	Bucure?ti 12
Bulevard	Golescu Dinicu	nr. 36-38	010873	1	Bucure?ti 12
Strad?	Buze?ti	nr. 55-T	011013	1	Bucure?ti 12
Strad?	Buze?ti	nr. 54-T	011017	1	Bucure?ti 12
Strad?	Mun?ii Tatra	nr. 1-T	011021	1	Bucure?ti 12
Strad?	Mun?ii Tatra	nr. 2-T	011022	1	Bucure?ti 12
Intrare	?antierului		011023	1	Bucure?ti 12
Strad?	Dragoslavele		011024	1	Bucure?ti 12
Strad?	"Sergiu Dumitru, dr."	nr. 1-T	011025	1	Bucure?ti 12
Strad?	"Sergiu Dumitru, dr."	nr. 2-T	011026	1	Bucure?ti 12
Strad?	Bradului		011027	1	Bucure?ti 12
Strad?	Macul Ro?u		011028	1	Bucure?ti 12
Strad?	"Felix Iacob, dr."	nr. 1-39	011031	1	Bucure?ti 12
Strad?	"Felix Iacob, dr."	nr. 41	011032	1	Bucure?ti 12
Strad?	"Felix Iacob, dr."	nr. 43-69	011033	1	Bucure?ti 12
Strad?	"Felix Iacob, dr."	nr. 2-24	011037	1	Bucure?ti 12
Strad?	"Felix Iacob, dr."	nr. 26-50	011038	1	Bucure?ti 12
Intrare	"Felix Iacob, dr."		011042	1	Bucure?ti 12
?osea	Bucure?ti-Ploie?ti	nr. 1-5	013681	1	Bucure?ti 18
Pia??	Presei Libere	nr. 2-T	013703	1	Bucure?ti 18
Bulevard	Poligrafiei	nr. 2-18	013705	1	Bucure?ti 18
Pia??	Gara B?neasa		013711	1	Bucure?ti 18
Strad?	"Minovici Nicolae, dr."		013712	1	Bucure?ti 18
Strad?	Menuetului		013713	1	Bucure?ti 18
Strad?	Tipografilor	nr. 1-T	013714	1	Bucure?ti 18
Strad?	Tipografilor	nr. 2-T	013715	1	Bucure?ti 18
Alee	Matelo?ilor	nr. 1-T	013716	1	Bucure?ti 18
Alee	Matelo?ilor	nr. 2-T	013717	1	Bucure?ti 18
Pia??	Muzeul Dr. Minovici		013718	1	Bucure?ti 18
Strad?	Gârlei	nr. 1-41	013721	1	Bucure?ti 18
Strad?	Gârlei	nr. 43-T	013722	1	Bucure?ti 18
Strad?	Gârlei	nr. 2-50	013723	1	Bucure?ti 18
Strad?	Gârlei	nr. 52-100	013724	1	Bucure?ti 18
Strad?	Gârlei	nr. 102-150	013725	1	Bucure?ti 18
Strad?	Gârlei	nr. 152-T	013726	1	Bucure?ti 18
Strad?	Podgoria	nr. 1-T	013731	1	Bucure?ti 18
Strad?	Podgoria	nr. 2-T	013732	1	Bucure?ti 18
Strad?	Muzicu?ei	nr. 1-T	013733	1	Bucure?ti 18
Strad?	Muzicu?ei	nr. 2-T	013734	1	Bucure?ti 18
Strad?	Redi?oara	nr. 1-T	013735	1	Bucure?ti 18
Strad?	Redi?oara	nr. 2-T	013736	1	Bucure?ti 18
Strad?	Avr?meni	nr. 1-T	013737	1	Bucure?ti 18
Strad?	Avr?meni	nr. 2-T	013738	1	Bucure?ti 18
Strad?	Poemului	nr. 1-T	013741	1	Bucure?ti 18
Strad?	Poemului	nr. 2-T	013742	1	Bucure?ti 18
Strad?	Madrigalului	nr. 1-T	013745	1	Bucure?ti 18
Strad?	Madrigalului	nr. 2-30	013746	1	Bucure?ti 18
Strad?	Madrigalului	nr. 32-T	013747	1	Bucure?ti 18
Strad?	Crive?ti	nr. 1-T	013748	1	Bucure?ti 18
Strad?	Crive?ti	nr. 2-T	013749	1	Bucure?ti 18
Strad?	S?vâr?in	nr. 1-T	013751	1	Bucure?ti 18
Strad?	S?vâr?in	nr. 2-T	013752	1	Bucure?ti 18
Strad?	Lupu Vasile	nr. 1-T	013753	1	Bucure?ti 18
Strad?	Lupu Vasile	nr. 2-T	013754	1	Bucure?ti 18
Strad?	Rocadei	nr. 1-T	013755	1	Bucure?ti 18
Strad?	Rocadei	nr. 2-T	013756	1	Bucure?ti 18
Intrare	Mun?ii Gutinului		013757	1	Bucure?ti 18
Intrare	Recea		013758	1	Bucure?ti 18
Intrare	Rugini?a		013777	1	Bucure?ti 18
Intrare	Ierbarului		013784	1	Bucure?ti 18
Intrare	Fosforului		013785	1	Bucure?ti 18
Intrare	V?deni		013787	1	Bucure?ti 18
Intrare	"Ilinca Marin, cap."		013788	1	Bucure?ti 18
Intrare	G?vana		013789	1	Bucure?ti 18
?osea	Ionescu-?ise?ti Gheorghe	nr. 1-27	013821	1	Bucure?ti 18
?osea	Ionescu-?ise?ti Gheorghe	nr. 29-T	013822	1	Bucure?ti 18
?osea	Ionescu-?ise?ti Gheorghe	nr. 2-18	013823	1	Bucure?ti 18
?osea	Ionescu-?ise?ti Gheorghe	nr. 20-T	013824	1	Bucure?ti 18
Drum	?u?u Nicolae	nr. 1-T	013831	1	Bucure?ti 18
Drum	?u?u Nicolae	nr. 2-T	013832	1	Bucure?ti 18
Drum	Brote Eugen	nr. 1-T	013833	1	Bucure?ti 18
Drum	Brote Eugen	nr. 2-T	013834	1	Bucure?ti 18
Drum	Dr?cea Marin	nr. 1-T	013835	1	Bucure?ti 18
Drum	Dr?cea Marin	nr. 2-T	013836	1	Bucure?ti 18
Strad?	Aurelian S. Petre	nr. 1-T	013837	1	Bucure?ti 18
Strad?	Aurelian S. Petre	nr. 2-T	013838	1	Bucure?ti 18
Drum	Plaiu Nucului	nr. 1-T	013841	1	Bucure?ti 18
Drum	Plaiu Nucului	nr. 2-T	013842	1	Bucure?ti 18
Drum	Plaiu Cornului		013843	1	Bucure?ti 18
Drum	Piscu Vechi		013844	1	Bucure?ti 18
Drum	Plaiu ?arului		013845	1	Bucure?ti 18
Drum	Plaiu Câmpinei		013846	1	Bucure?ti 18
Drum	Piscu Sadovei		013847	1	Bucure?ti 18
Drum	Piscu Scoar?ei		013848	1	Bucure?ti 18
Strad?	Bratu Alexandru		013925	1	Bucure?ti 18
Strad?	Marinarilor	nr. 1-19	013945	1	Bucure?ti 18
Strad?	Marinarilor	nr. 21-T	013946	1	Bucure?ti 18
Strad?	Marinarilor	nr. 2-16	013947	1	Bucure?ti 18
Strad?	Marinarilor	nr. 18-T	013948	1	Bucure?ti 18
Strad?	B?neasa	nr. 1-13	013951	1	Bucure?ti 18
Strad?	B?neasa	nr. 15-T	013952	1	Bucure?ti 18
Strad?	B?neasa	nr. 2-22	013953	1	Bucure?ti 18
Strad?	B?neasa	nr. 24-T	013954	1	Bucure?ti 18
Strad?	Gra?ioas?		013955	1	Bucure?ti 18
Strad?	Neagoe Vod?	nr. 13-T	013962	1	Bucure?ti 18
Strad?	Neagoe Vod?	nr. 18-T	013964	1	Bucure?ti 18
Strad?	Belizarie	nr. 15-T	013966	1	Bucure?ti 18
Strad?	Belizarie	nr. 18-T	013968	1	Bucure?ti 18
Bulevard	Ficusului	nr. 21-T	013973	1	Bucure?ti 18
Bulevard	Aerog?rii	nr. 1-15	014051	1	Bucure?ti 18
Bulevard	Aerog?rii	nr. 17-37	014052	1	Bucure?ti 18
Bulevard	Aerog?rii	nr. 39-T	014053	1	Bucure?ti 18
Bulevard	Aerog?rii	nr. 2-24	014054	1	Bucure?ti 18
Bulevard	Aerog?rii	nr. 26-40	014055	1	Bucure?ti 18
Bulevard	Aerog?rii	nr. 42-T	014056	1	Bucure?ti 18
Strad?	Biharia		013981	1	Bucure?ti 18
Strad?	Pechea		013982	1	Bucure?ti 18
Strad?	Ru?cova		013983	1	Bucure?ti 18
Strad?	Zeletin		013984	1	Bucure?ti 18
Strad?	Trife?ti		013985	1	Bucure?ti 18
Strad?	V?liug		013986	1	Bucure?ti 18
Strad?	Simeria		013987	1	Bucure?ti 18
Strad?	C?rbunarilor		013988	1	Bucure?ti 18
Strad?	Eliber?rii		013989	1	Bucure?ti 18
Strad?	Heliului		013991	1	Bucure?ti 18
Strad?	Bibor?eni		013992	1	Bucure?ti 18
Strad?	Z?pada Mieilor		013993	1	Bucure?ti 18
Strad?	Berca		013994	1	Bucure?ti 18
Strad?	Cantonului		013995	1	Bucure?ti 18
Strad?	Salubrit??ii		013996	1	Bucure?ti 18
Drum	Nisipoasa		013997	1	Bucure?ti 18
Strad?	Promoroac?	Nr. 5-T	014014	1	Bucure?ti 18
Strad?	Promoroac?	Nr. 12-T	014016	1	Bucure?ti 18
Strad?	"?erb?nescu Alexandru, cpt. av."	nr. 52-T	014295	1	Bucure?ti 18
Strad?	Macelariu Horia	nr. 33-T	013934	1	Bucure?ti 18
Strad?	Macelariu Horia	nr. 28-T	013937	1	Bucure?ti 18
Strad?	Bibescu George Valentin	nr. 1-25	013941	1	Bucure?ti 18
Strad?	Bibescu George Valentin	nr. 27-T	013942	1	Bucure?ti 18
Strad?	Bibescu George Valentin	nr. 2-22	013943	1	Bucure?ti 18
Strad?	Bibescu George Valentin	nr. 24-T	013944	1	Bucure?ti 18
Bulevard	Ficusului	nr. 1-7	013971	1	Bucure?ti 18
Bulevard	Ficusului	nr. 9-19	013972	1	Bucure?ti 18
Bulevard	Ficusului	nr. 2-18	013974	1	Bucure?ti 18
Bulevard	Ficusului	nr. 20-T	013975	1	Bucure?ti 18
Strad?	Frezorilor		013976	1	Bucure?ti 18
Strad?	C?priorilor		013977	1	Bucure?ti 18
Intrare	C?priorilor		013978	1	Bucure?ti 18
Strad?	Ocna Sibiu		014011	1	Bucure?ti 18
Strad?	Bilciure?ti		014012	1	Bucure?ti 18
