FID_	osm_id	lastchange	code	fclass	name	ref	oneway	maxspeed	layer	bridge	tunnel
	1349	 	5115	tertiary	Bulevardul Mircea Eliade		0	0	0	0	0
	1351	 	5115	tertiary	Calea Floreasca		0	0	0	0	0
	1467	 	5115	tertiary	Bulevardul Primăverii		1	0	0	0	0
	1759	 	5122	residential	Strada Răcari		0	0	0	0	0
	1760	 	5113	primary	Calea Dorobanților		1	0	0	0	0
	1915	 	5113	primary	Bulevardul Camil Ressu		1	0	0	0	0
	2955804	 	5115	tertiary	Soseaua Câmpia Libertății		0	0	0	0	0
	3039872	 	5113	primary	Șoseaua Iancului		0	0	0	0	0
	3039873	 	5113	primary	Bulevardul Biruinței	DN3	1	0	0	0	0
	3043515	 	5113	primary	Bulevardul Ghencea		1	0	0	0	0
	3043519	 	5112	trunk	Calea Rahovei	DN6	1	0	0	0	0
	3043520	 	5114	secondary	Strada Mihail Sebastian		1	0	0	0	0
	3043521	 	5122	residential	Strada Vasile Topliceanu		0	0	0	0	0
	3043522	 	5115	tertiary	Strada Petre Ispirescu		0	0	0	0	0
	3058607	 	5113	primary	Șoseaua Pavel Dimitrievici Kiseleff	DN1	1	0	0	0	0
	3116194	 	5122	residential	Strada Iordache Golescu		0	0	0	0	0
	3116195	 	5122	residential	Strada Gala Galaction		0	0	0	0	0
	3116196	 	5122	residential	Strada Cluj		0	0	0	0	0
	3116197	 	5122	residential	Strada Costache Sibiceanu		0	0	0	0	0
	3116198	 	5122	residential	Strada Sfânta Maria		1	0	0	0	0
	3116199	 	5113	primary	Bulevardul Ion Mihalache		0	50	0	0	0
	3118247	 	5113	primary	Bulevardul Iancu de Hunedoara	DJ200B	1	0	0	0	0
	3135629	 	5114	secondary	Bulevardul Poligrafiei		1	0	0	0	0
	3135630	 	5114	secondary	Strada Jiului		1	0	0	0	0
	3135633	 	5113	primary	Calea Griviței		0	60	0	0	0
	3135634	 	5113	primary	Bulevardul Bucureștii Noi	DN1A	1	0	0	0	0
	3135635	 	5122	residential	Strada Echipajului		0	0	0	0	0
	3136729	 	5114	secondary	Șoseaua Snagov	DJ101B	0	0	0	0	0
	3136730	 	5114	secondary	Șoseaua Ghermănești	DJ101B	0	0	0	0	0
	4045770	 	5115	tertiary	Strada Ion Pillat		0	0	0	0	0
	4045771	 	5113	primary	Piața Unirii	Piața Unirii	1	0	0	0	0
	4045772	 	5113	primary	Bulevardul I. C. Brătianu	DN4	1	0	0	0	0
	4045775	 	5113	primary	Bulevardul Lascăr Catargiu	DN1	1	0	1	0	0
	4045778	 	5122	residential	Strada Postelnicului		0	0	0	0	0
	4049077	 	5113	primary	Bulevardul Pache Protopopescu		0	0	0	0	0
	4049079	 	5113	primary	Bulevardul Ferdinand I		0	50	0	0	0
	4049080	 	5122	residential	Strada Horei		0	0	0	0	0
	4049081	 	5122	residential	Strada General Dimitrie Salmen		1	0	0	0	0
	4049082	 	5115	tertiary	Strada Călușei		0	0	0	0	0
	4049083	 	5122	residential	Strada Cpt. I. Vasilescu		0	0	0	0	0
	4049148	 	5113	primary	Bulevardul Gheorghe Șincai		0	0	0	0	0
	4049150	 	5115	tertiary	Strada Cuțitul de Argint		1	0	0	0	0
	4049153	 	5114	secondary	Strada Constantin Istrati		0	0	0	0	0
	4059042	 	5122	residential	Strada Icoanei		1	0	0	0	0
	4089366	 	5113	primary	Bulevardul Regina Elisabeta		0	0	0	0	0
	4274826	 	5113	primary	Piața Mihail Kogălniceanu		1	0	0	0	0
	4275711	 	5122	residential	Strada Olari		0	0	0	0	0
	4276104	 	5113	primary	Bulevardul Unirii	Bulevardul Unirii	1	0	0	0	0
	4276240	 	5122	residential	Strada Lucăcești		0	0	0	0	0
	4276263	 	5115	tertiary	"Strada Pascal Cristian	 ing."		0	0	0	0	0
	4795634	 	5122	residential	Strada Avrig		1	0	0	0	0
	4865528	 	5114	secondary	Strada Sibiu		1	0	0	0	0
	4865547	 	5122	residential	Strada Carboreanu George		1	0	0	0	0
	4865571	 	5113	primary	Bulevardul Iancu de Hunedoara	DJ200B	1	0	0	0	0
	4865580	 	5113	primary	Piața Romană		1	0	0	0	0
	4865813	 	5113	primary	Splaiul Independenței		1	0	0	0	0
	4865814	 	5113	primary	Splaiul Independenței		1	0	0	0	0
	4865815	 	5113	primary	Splaiul Independenței		1	0	0	0	0
	4865822	 	5113	primary	Splaiul Independenței		1	0	0	0	0
	4865914	 	5114	secondary	Calea Victoriei		1	0	0	0	0
	4865930	 	5113	primary	Podul Națiunilor Unite		1	0	1	1	0
	4866077	 	5113	primary	Parcul Izvorul Rece		1	0	0	0	0
	4902759	 	5115	tertiary	Strada Sfânta Vineri		1	0	0	0	0
	4902766	 	5114	secondary	Piața Gării de Nord		0	0	0	0	0
	4902875	 	5113	primary	Podul Grant		1	0	1	1	0
	4902882	 	5113	primary	Podul Grant		1	40	1	1	0
	4902938	 	5133	primary_link	Calea Crîngași		1	0	0	0	0
	4902939	 	5133	primary_link	Calea Crîngași		1	0	0	0	0
	4902959	 	5113	primary	Pasajul Obor		1	0	-1	0	1
	4902960	 	5113	primary	Pasajul Obor		1	0	-1	0	1
	4970474	 	5115	tertiary	Strada Zboina Neagră		0	0	0	0	0
	4970527	 	5115	tertiary	Strada George Varsan		0	0	0	0	0
	4970705	 	5113	primary	Șoseaua Virtuții		1	0	0	0	0
	4970707	 	5113	primary	Șoseaua Virtuții		1	0	0	0	0
	4970708	 	5113	primary	Pasajul Lujerului		1	0	-1	0	1
	4970717	 	5115	tertiary	Strada Vintilă Mihăilescu		0	0	0	0	0
	4970722	 	5115	tertiary	Calea Crîngași		1	0	0	0	0
	4970723	 	5122	residential	Strada Mehadiei		0	0	0	0	0
	4970726	 	5115	tertiary	Bulevardul Constructorilor		1	0	0	0	0
	4970739	 	5113	primary	Șoseaua Virtuții		1	0	0	0	0
	4970762	 	5113	primary	Șoseaua Virtuții		1	0	0	0	0
	4971121	 	5115	tertiary	Strada Munții Gurghiului		0	0	0	0	0
	4971224	 	5115	tertiary	Bulevardul Constructorilor		1	0	0	0	0
	4971304	 	5113	primary	Calea Giulești		1	0	0	0	0
	4971325	 	5114	secondary	Calea Giulești		1	50	0	0	0
	4971350	 	5122	residential	Strada Piatra Craiului		0	0	0	0	0
	4971357	 	5122	residential	Bulevardul Regiei		0	0	0	0	0
	5013517	 	5122	residential	Strada Visarion		1	0	0	0	0
	5013543	 	5113	primary	Bulevardul Dacia		0	0	0	0	0
	5013552	 	5122	residential	Strada Nicolae Iorga		1	0	0	0	0
	5013558	 	5122	residential	Strada Henri Coandă		0	0	0	0	0
	5137115	 	5113	primary	Piața Alba Iulia		1	0	0	0	0
	6192872	 	5114	secondary	Bulevardul Lacul Tei		0	0	0	0	0
	6192910	 	5113	primary	Bulevardul Matei Basarab		1	0	0	0	0
	6192968	 	5122	residential	Intrarea Bitolia		0	0	0	0	0
	6193028	 	5122	residential	Strada Pastorului		1	0	0	0	0
	6193033	 	5122	residential	Strada Kepler		1	0	0	0	0
	7971063	 	5113	primary	Bulevardul Basarabia		1	0	0	0	0
	7971104	 	5113	primary	Bulevardul Basarabia		1	0	0	0	0
	8063765	 	5113	primary	Piațeta Regelui Mihai I al României		1	0	0	0	0
	8063788	 	5115	tertiary	Strada Clucerului		0	0	0	0	0
	8063798	 	5115	tertiary	Strada Rosetti Maria		1	0	0	0	0
	8063802	 	5114	secondary	Șoseaua Pipera		0	50	0	0	0
	8063867	 	5115	tertiary	Strada Grigore Alexandrescu		0	0	0	0	0
	8063876	 	5114	secondary	Calea Dorobanților		0	0	0	0	0
	8119829	 	5115	tertiary	Bulevardul Primăverii		1	0	0	0	0
	8119904	 	5115	tertiary	Strada Matei Voievod		0	0	0	0	0
	8119905	 	5115	tertiary	Strada Matei Voievod		1	0	0	0	0
	8119909	 	5113	primary	Bulevardul Camil Ressu		1	0	0	0	0
	8119910	 	5113	primary	Bulevardul Theodor Pallady		1	0	0	0	0
	8119911	 	5113	primary	Bulevardul Camil Ressu		1	0	0	0	0
	8126658	 	5113	primary	Bulevardul Aviatorilor		1	0	0	0	0
	8126841	 	5113	primary	Calea Griviței		0	0	0	0	0
	8126842	 	5113	primary	Bulevardul Bucureștii Noi		1	0	0	0	0
	8133114	 	5115	tertiary	Strada Ion Pillat		0	0	0	0	0
	8133447	 	5113	primary	Calea Moșilor		1	50	0	0	0
	8134468	 	5113	primary	Bulevardul Carol I		1	0	0	0	0
	8138326	 	5113	primary	Piața Mihail Kogălniceanu		1	0	0	0	0
	8195989	 	5114	secondary	Piața Arcul de Triumf		1	0	0	0	0
	8208172	 	5115	tertiary	Șoseaua Fabrica de Glucoză		0	40	0	0	0
	8208289	 	5114	secondary	Strada Petricani		0	0	0	1	0
	8208290	 	5114	secondary	Șoseaua Petricani		0	0	0	0	0
	8211122	 	5115	tertiary	Strada Dristorului		0	0	0	0	0
	8211123	 	5115	tertiary	Strada Dristorului		0	0	0	0	0
	8211124	 	5115	tertiary	Strada Dristorului		1	0	0	0	0
	8211143	 	5114	secondary	Calea Călărași		0	0	0	0	0
	8211165	 	5113	primary	Strada Lucian Blaga		1	0	0	0	0
	8211170	 	5114	secondary	Calea Dudești		0	0	0	0	0
	8212117	 	5115	tertiary	Strada Brăilița		0	0	0	0	0
	8212131	 	5122	residential	Strada Oteșani		1	0	0	0	0
	8212132	 	5122	residential	Strada Oteșani		1	0	0	0	0
	8212133	 	5122	residential	Strada Oteșani		1	0	0	0	0
	8212134	 	5122	residential	Strada Dorin Pavel		1	0	0	0	0
	8212135	 	5122	residential	Strada Mașina de Pâine		0	0	0	0	0
	8212137	 	5122	residential	Strada Mașina de Pâine		0	0	0	0	0
	8212142	 	5115	tertiary	Strada Dristorului		1	0	0	0	0
	8212172	 	5113	primary	Bulevardul Națiunilor Unite		1	0	0	0	0
	8212542	 	5122	residential	Strada Armenească		0	0	0	0	0
	8212545	 	5114	secondary	Bulevardul Corneliu Coposu		0	0	0	0	0
	8212548	 	5114	secondary	Strada Mântuleasa		0	0	0	0	0
	8212573	 	5122	residential	Aleea Politehnicii		0	0	0	0	0
	8212574	 	5122	residential	Strada Baia de Arieș		0	0	0	0	0
	8212579	 	5122	residential	Bulevardul Iuliu Maniu		0	0	0	0	0
	8212943	 	5115	tertiary	Strada Viitorului		0	0	0	0	0
	8212946	 	5115	tertiary	Strada Făinari		1	0	0	0	0
	8212950	 	5115	tertiary	Strada Sfântul Ștefan		0	0	0	0	0
	8216762	 	5113	primary	Bulevardul Constantin Prezan		1	0	0	0	0
	8216767	 	5113	primary	Bulevardul Mareșal Al. Averescu		1	0	0	0	0
	8216770	 	5113	primary	Strada Turda		1	50	0	0	0
	8217831	 	5114	secondary	Strada Alexandru Constantinescu		1	0	0	0	0
	8217839	 	5114	secondary	Strada Alexandru Constantinescu		0	0	0	0	0
	8217850	 	5113	primary	Strada Turda		1	0	0	0	0
	8217895	 	5122	residential	Strada Istriei		0	0	0	0	0
	8217897	 	5115	tertiary	Bulevardul Râmnicu Sărat		0	0	0	0	0
	8217902	 	5114	secondary	Soseaua Cotroceni	DNA1	1	0	0	0	0
	8217946	 	5122	residential	Strada Oteșani		1	0	0	0	0
	8217947	 	5122	residential	Strada Oteșani		0	0	0	0	0
	8217948	 	5122	residential	Strada Arhanghel Grigore		0	0	0	0	0
	8223385	 	5115	tertiary	Strada Râmnicu Vâlcea		1	0	0	0	0
	8223393	 	5115	tertiary	Strada Râmnicu Vâlcea		0	0	0	0	0
	8268766	 	5114	secondary	Strada Baba Novac		1	0	0	0	0
	8273313	 	5115	tertiary	Șoseaua Dudești-Pantelimon		0	0	0	0	0
	8274078	 	5115	tertiary	Strada Novaci		0	0	0	0	0
	8274079	 	5115	tertiary	Strada Campul Mare		0	0	0	0	0
	8276918	 	5113	primary	Bulevardul Aviatorilor		1	0	0	0	0
	8317432	 	5113	primary	Șoseaua Ștefan cel Mare		1	0	0	0	0
	8470976	 	5113	primary	Splaiul Independenței		1	0	0	0	0
	10472964	 	5113	primary	Bulevardul Dimitrie Cantemir	DN4	1	0	0	0	0
	10530417	 	5122	residential	Strada Laptari Tei		0	0	0	0	0
	11236752	 	5122	residential	Clopotarii Vechi		0	0	0	0	0
	11330784	 	5113	primary	Soseaua Mihai Bravu		1	0	0	0	0
	11330961	 	5122	residential	Strada George Enescu		1	0	0	0	0
	11331203	 	5113	primary	Șoseaua Giurgiului	DN5	1	0	0	0	0
	11350934	 	5115	tertiary	Strada Reșița		0	0	0	0	0
	11352017	 	5122	residential	Strada Spinis		0	0	0	0	0
	11352839	 	5114	secondary	Strada Izvorul Rece		0	0	0	0	0
	11353531	 	5115	tertiary	Strada Reșița		0	0	0	0	0
	11354204	 	5122	residential	Strada Moldoveni		0	0	0	0	0
	11354940	 	5122	residential	Strada Straja		0	0	0	0	0
	11362529	 	5113	primary	Calea Văcărești		1	0	0	0	0
	11362609	 	5113	primary	Calea Văcărești		1	0	0	0	0
	11363578	 	5113	primary	Calea Văcărești		1	0	0	0	0
	11364506	 	5113	primary	Splaiul Unirii		1	0	0	0	0
	11369559	 	5113	primary	Splaiul Unirii		0	0	0	0	0
	11370403	 	5114	secondary	Fantana Florilor		1	0	0	0	0
	11472991	 	5115	tertiary	Drum Intre Vii		0	0	0	0	0
	11473095	 	5113	primary	Șoseaua Olteniței		1	0	0	0	0
	11474486	 	5113	primary	Dâmbovița		1	0	1	1	0
	11479413	 	5113	primary	Calea Văcărești		1	0	0	0	0
	11479854	 	5113	primary	Șoseaua Olteniței		1	0	0	0	0
	11479947	 	5113	primary	Calea Văcărești		1	0	0	0	0
	11480001	 	5113	primary	Șoseaua Olteniței		1	0	0	0	0
	11481510	 	5114	secondary	Strada Serg. Nițu Vasile		1	0	0	0	0
	11481760	 	5114	secondary	Strada Serg. Nițu Vasile		1	0	0	0	0
	11481854	 	5114	secondary	Strada Serg. Nițu Vasile		0	0	0	0	0
	11481927	 	5114	secondary	Strada Serg. Nițu Vasile		1	0	0	0	0
	11481952	 	5114	secondary	Strada Serg. Nițu Vasile		0	0	0	0	0
	11482202	 	5114	secondary	Bulevardul Constantin Brâncoveanu		1	0	0	0	0
	11526464	 	5112	trunk	Soseaua de Centura		1	0	0	0	0
	11543846	 	5113	primary	Șoseaua Giurgiului	DN5	1	0	0	0	0
	11544201	 	5113	primary	Calea Șerban Vodă	Calea Șerban Vodă	0	0	0	0	0
	11610499	 	5113	primary	Bulevardul Tineretului		0	0	0	0	0
	11610791	 	5113	primary	Bulevardul Tineretului		1	0	0	0	0
	11611145	 	5113	primary	Șoseaua Mihai Bravu		1	0	0	0	0
	11611225	 	5113	primary	Calea Vitan		0	0	0	0	0
	11616985	 	5122	residential	Strada Grădiștea		0	0	0	0	0
	11617028	 	5122	residential	Strada Grădiștea		1	0	0	0	0
	11617524	 	5122	residential	Strada Tătulești		0	0	0	0	0
	11617656	 	5115	tertiary	Drumul Găzarului		0	0	0	0	0
	11637012	 	5114	secondary	Strada Huedin		0	0	0	0	0
	11637146	 	5122	residential	Strada Huedin		0	0	0	0	0
	11637247	 	5122	residential	Strada Uioara		0	0	0	0	0
	11637562	 	5122	residential	Strada Izvorul Crisului		0	0	0	0	0
	11646304	 	5114	secondary	Bulevardul Alexandru Obregia		1	0	0	0	0
	11646313	 	5114	secondary	Bulevardul Alexandru Obregia		1	0	0	0	0
	11646618	 	5114	secondary	Strada Serg. Nițu Vasile		1	0	0	0	0
	11647250	 	5113	primary	Strada Luica		0	0	0	0	0
	11647533	 	5115	tertiary	Strada Emil Racoviță		0	0	0	0	0
	11647704	 	5113	primary	Strada Ion Iriceanu		0	0	0	0	0
	11648376	 	5113	primary	Șoseaua Viilor		1	0	0	0	0
	11648385	 	5113	primary	Șoseaua Viilor		1	0	0	0	0
	11648389	 	5113	primary	Șoseaua Viilor		1	0	0	0	0
	11648470	 	5114	secondary	Șoseaua Viilor		0	0	0	0	0
	12327444	 	5113	primary	Calea Văcărești		1	0	0	0	0
	12327588	 	5113	primary	Dâmbovița		1	0	1	1	0
	12465695	 	5113	primary	Dâmbovița		0	0	1	1	0
	12471756	 	5114	secondary	Bulevardul Dinicu Golescu		0	0	0	0	0
	12471840	 	5114	secondary	Strada Mircea Vulcănescu		0	0	0	0	0
	12472487	 	5113	primary	Strada Vasile Pârvan		0	0	0	0	0
	12472783	 	5113	primary	Strada Bogdan Petriceicu-Hasdeu		1	0	0	0	0
	12473230	 	5113	primary	Bulevardul Libertății		1	0	0	0	0
	12482799	 	5113	primary	Bulevardul Tudor Vladimirescu		1	0	0	0	0
	12483073	 	5113	primary	Strada Izvor		1	0	0	0	0
	12484976	 	5133	primary_link	Bulevardul Națiunilor Unite		1	0	0	0	0
	12487336	 	5112	trunk	Bulevardul George Coșbuc		1	0	0	0	0
	12487989	 	5113	primary	Bulevardul George Coșbuc	DN6	0	0	0	0	0
	12488280	 	5113	primary	Piața Regina Maria		1	0	0	0	0
	12489554	 	5113	primary	Bulevardul Libertății		1	0	0	0	0
	12489747	 	5113	primary	Bulevardul Libertății		1	0	0	0	0
	12490871	 	5113	primary	Bulevardul Națiunilor Unite		1	0	0	0	0
	12490937	 	5113	primary	Bulevardul Națiunilor Unite		1	0	0	0	0
	12492194	 	5113	primary	Splaiul Unirii		1	0	0	0	0
	12503324	 	5113	primary	Bulevardul Regina Elisabeta		1	0	0	0	0
	12503470	 	5113	primary	Bulevardul Carol I		1	0	0	0	0
	12716178	 	5112	trunk	Șoseaua București-Ploiești	DN1	1	0	0	0	0
	12770742	 	5115	tertiary	Drumul Găzarului		0	0	0	0	0
	12770998	 	5122	residential	Calea Piscului		0	0	0	0	0
	12771278	 	5114	secondary	Bulevardul Constantin Brâncoveanu		1	0	0	0	0
	12771508	 	5114	secondary	Bulevardul Constantin Brâncoveanu		1	0	0	0	0
	12771575	 	5114	secondary	Bulevardul Constantin Brâncoveanu		0	0	0	0	0
	12781736	 	5113	primary	Bulevardul Ion Mihalache		0	50	0	0	0
	12803020	 	5115	tertiary	Splaiul Independenței		1	0	0	0	0
	12803900	 	5122	residential	Ciurel		1	0	0	0	0
	12805288	 	5113	primary	Calea Crîngași		1	0	0	0	0
	12812907	 	5115	tertiary	Strada Toporași		0	0	0	0	0
	12813029	 	5115	tertiary	Toporași		1	0	0	0	0
	12813514	 	5114	secondary	Strada Prelungirea Ferentari		0	0	0	0	0
	12823045	 	5113	primary	Piața Arcul de Triumf		1	0	0	0	0
	12823585	 	5113	primary	Bulevardul Mareșal Constantin Prezan	DN1	1	0	0	0	0
	12823663	 	5113	primary	Bulevardul Mareșal Constantin Prezan	DN1	1	0	0	0	0
	12823974	 	5113	primary	Bulevardul Aviatorilor		0	0	0	0	0
	12824389	 	5113	primary	Bulevardul Aviatorilor		0	0	0	0	0
	12828502	 	5113	primary	Piața Jose Rizal		1	0	0	0	0
	12829825	 	5113	primary	Strada Francisc Iosif Rainer		1	0	0	0	0
	12829894	 	5113	primary	Bulevardul Eroilor	DN1A	1	0	0	0	0
	13406077	 	5113	primary	Șoseaua Mihai Bravu		1	0	0	0	0
	13604358	 	5113	primary	Șoseaua Mihai Bravu		1	0	0	0	0
	13605580	 	5113	primary	Șoseaua Mihai Bravu		1	0	0	0	0
	13624039	 	5113	primary	Bulevardul Constantin Prezan		1	0	0	0	0
	13625168	 	5113	primary	Piața Aviatorilor		1	0	0	0	0
	13749176	 	5114	secondary	Bulevardul Metalurgiei		1	0	0	0	0
	13749381	 	5113	primary	Strada Turnu Măgurele		0	0	0	0	0
	13749499	 	5114	secondary	Bulevardul Metalurgiei		1	0	0	0	0
	13750530	 	5122	residential	Strada Moldoveni		0	0	0	0	0
	13750585	 	5122	residential	Strada Urziceni		0	0	0	0	0
	13750930	 	5122	residential	Strada Grădiștea		0	0	0	0	0
	13752889	 	5122	residential	Izvorul Trotușului		0	0	0	0	0
	13753477	 	5115	tertiary	Strada Secuilor		0	0	0	0	0
	13753640	 	5113	primary	Șoseaua Olteniței		1	0	0	0	0
	13753652	 	5114	secondary	Bulevardul Constantin Brâncoveanu		1	0	0	0	0
	13753660	 	5113	primary	Șoseaua Olteniței		1	0	0	0	0
	13787173	 	5113	primary	Șoseaua București - Târgoviște	DN1A	0	0	0	0	0
	13830480	 	5114	secondary	Șoseaua Vitan - Bârzești		0	0	0	0	0
	13836293	 	5115	tertiary	Strada Paleologu		1	0	0	0	0
	13836456	 	5115	tertiary	Strada Armand Călinescu		0	0	0	0	0
	13836581	 	5114	secondary	Bulevardul Dacia		0	0	0	0	0
	13836669	 	5114	secondary	Bulevardul Dacia		0	0	0	0	0
	13837102	 	5114	secondary	Strada Vasile Lascăr		0	0	0	0	0
	13837111	 	5115	tertiary	Strada Vasile Lascăr		0	0	0	0	0
	13837432	 	5115	tertiary	Strada Tunari		0	0	0	0	0
	13837535	 	5115	tertiary	Strada Alecu Russo		0	0	0	0	0
	13860785	 	5122	residential	Strada Grădiștea		0	0	0	0	0
	14133745	 	5114	secondary	Strada Nerva Traian		0	0	0	0	0
	14133812	 	5114	secondary	Bulevardul Mircea Vodă		0	0	0	0	0
	14134430	 	5113	primary	Piața Unirii		1	0	0	0	0
	14134575	 	5114	secondary	Calea Corneliu Coposu		1	0	0	0	0
	14134621	 	5114	secondary	Bd. Corneliu Coposu		1	0	0	0	0
	14134976	 	5113	primary	Podul Hasdeu		0	0	1	1	0
	14135159	 	5113	primary	Podul Izvor		0	0	1	1	0
	14136905	 	5113	primary	Strada Progresului		1	0	0	0	0
	14137106	 	5113	primary	Strada Izvor		0	0	0	0	0
	14137368	 	5113	primary	Piața Arsenalului		1	0	0	0	0
	14137438	 	5113	primary	Strada Izvor		1	0	0	0	0
	14137466	 	5113	primary	Strada Izvor		0	0	0	0	0
	14137580	 	5113	primary	Calea 13 Septembrie		1	60	0	0	0
	14139402	 	5113	primary	Strada Bogdan Petriceicu-Hasdeu		1	0	0	0	0
	14139411	 	5114	secondary	Strada Bogdan Petriceicu-Hasdeu	DJ602	0	0	0	0	0
	14140940	 	5113	primary	Bulevardul Nicolae Bălcescu		1	50	0	0	0
	14253358	 	5113	primary	Strada Progresului		1	0	0	0	0
	14254203	 	5113	primary	Piața Victoriei		1	0	0	0	0
	14254637	 	5113	primary	Șoseaua Pavel Kiseleff	DN1	1	0	0	0	0
	14255530	 	5113	primary	Bulevardul Mareșal Al. Averescu		0	0	0	0	0
	14255575	 	5113	primary	Bulevardul Mareșal Al. Averescu		1	0	0	0	0
	14255693	 	5113	primary	Bulevardul Mareșal Al. Averescu		1	0	0	0	0
	14260489	 	5113	primary	Pasajul Lujerului		1	0	0	0	0
	14260958	 	5113	primary	Drumul Taberei		1	0	0	0	0
	14261705	 	5122	residential	Strada Ion Câmpineanu		0	0	0	0	0
	14261793	 	5115	tertiary	Strada Ion Câmpineanu		1	0	0	0	0
	14264482	 	5112	trunk	Soseaua Chitilei	DN7	1	60	0	0	0
	14457521	 	5153	footway	Alee Parcul Tineretului		0	0	0	0	0
	15241569	 	5111	motorway	Autostrada Soarelui	A2	1	0	0	0	0
	15243458	 	5113	primary	Soseaua de Centura		0	0	0	1	0
	15243459	 	5113	primary	Soseaua de Centura		0	0	0	0	0
	15244664	 	5113	primary	Podul Timpuri Noi		0	0	0	1	0
	15244665	 	5113	primary	Bulevardul Gheorghe Șincai		0	0	0	0	0
	15244739	 	5114	secondary	Strada Nerva Traian		1	0	0	0	0
	15371422	 	5122	residential	Tudor Vladimirescu		0	0	0	0	0
	15371429	 	5114	secondary	Păcii		0	0	0	0	0
	15371439	 	5122	residential	Castanilor		0	0	0	0	0
	15488414	 	5113	primary	Bulevardul Ferdinand I		0	50	0	0	0
	15488418	 	5113	primary	Piața Foișorul de Foc		1	0	0	0	0
	15488620	 	5114	secondary	Strada Traian		1	0	0	0	0
	15488770	 	5115	tertiary	Strada Dimitrie Onciu		0	0	0	0	0
	15488808	 	5115	tertiary	Piața Foișorul de Foc		1	0	0	0	0
	15489185	 	5114	secondary	Bulevardul Dacia		1	0	0	0	0
	15489228	 	5114	secondary	Bulevardul Dacia		1	0	0	0	0
	15489287	 	5114	secondary	Strada Mihai Eminescu		1	0	0	0	0
	16199267	 	5114	secondary	Bulevardul Ion Ionescu de la Brad		0	0	0	0	0
	16199312	 	5122	residential	Aurelian Petre		0	0	0	0	0
	16199317	 	5114	secondary	Soseaua Straulesti		0	0	0	0	0
	16203897	 	5115	tertiary	Podul Roșu		0	0	1	1	0
	16205153	 	5114	secondary	Padurea Chitilei	DJ100A	0	50	0	0	0
	16205606	 	5114	secondary	Padurea Chitilei	DJ100A	0	0	0	1	0
	16205620	 	5114	secondary	Padurea Chitilei	DJ100A	0	0	0	0	0
	16273912	 	5114	secondary	Cloșca		0	0	0	0	0
	16277187	 	5113	primary	Strada Bagdasar Dumitru		1	0	0	0	0
	16277426	 	5113	primary	Bulevardul Eroilor	DN1A	0	0	0	0	0
	16277739	 	5115	tertiary	Bulevardul Eroilor Sanitari		0	0	0	0	0
	16277762	 	5114	secondary	Strada Sf. Elefterie		0	0	0	0	0
	16277795	 	5114	secondary	Strada Sf. Elefterie		0	0	0	0	0
	16277872	 	5115	tertiary	Strada Lânăriei		0	0	0	0	0
	16278110	 	5114	secondary	Strada Mihail Sebastian		0	0	0	0	0
	16278158	 	5114	secondary	Strada Mihail Sebastian		1	0	0	0	0
	16278222	 	5113	primary	Calea 13 Septembrie		1	60	0	0	0
	16284180	 	5113	primary	Bulevardul Ghencea		0	50	0	0	0
	16284392	 	5113	primary	Bulevardul Ghencea		1	0	0	0	0
	16284618	 	5113	primary	Strada Brașov		1	0	0	0	0
	16284639	 	5113	primary	Strada Brașov		1	0	0	0	0
	16285019	 	5115	tertiary	Toporași		0	0	0	0	0
	16285173	 	5115	tertiary	Băjești		0	0	0	0	0
	16285668	 	5115	tertiary	Bachus		0	0	0	0	0
	16285702	 	5115	tertiary	Cârlibaba		0	0	0	0	0
	16285822	 	5115	tertiary	Freamatului		0	0	0	0	0
	16285862	 	5115	tertiary	Buzoieni		0	0	0	0	0
	16286013	 	5113	primary	Șoseaua Alexandriei	DN6	1	0	0	0	0
	16286419	 	5115	tertiary	Campul Mare		0	0	0	0	0
	16286929	 	5113	primary	Bulevardul Octavian Goga		0	0	0	0	0
	16287021	 	5113	primary	Pasajul Marasesti		1	0	-1	0	1
	16287071	 	5113	primary	Bulevardul Octavian Goga		1	0	0	0	0
	16287228	 	5113	primary	Bulevardul Octavian Goga		1	0	0	0	0
	16287263	 	5113	primary	Pasajul Marasesti		1	0	-1	0	1
	16287331	 	5113	primary	Bulevardul Octavian Goga		1	0	0	0	0
	16287485	 	5113	primary	Calea Vitan		1	0	0	0	0
	16288345	 	5113	primary	Șoseaua Viilor		1	0	0	0	0
	16290767	 	5114	secondary	Bulevardul Schitu Magureanu		0	0	0	0	0
	16290804	 	5114	secondary	Bulevardul Schitu Magureanu		0	0	0	0	0
	16290964	 	5115	tertiary	Calea Plevnei		1	0	0	0	0
	16292025	 	5113	primary	Strada Știrbei Vodă		1	0	0	0	0
	16857507	 	5115	tertiary	Șoseaua Căminului	DC13	0	0	0	1	0
	16857524	 	5115	tertiary	Șoseaua Căminului	DC13	0	0	0	0	0
	16859170	 	5111	motorway	Autostrada Soarelui	A2	1	0	1	1	0
	16859175	 	5111	motorway	Autostrada Soarelui	A2	1	0	0	0	0
	16859187	 	5111	motorway	Autostrada Soarelui	A2	1	0	0	0	0
	16859200	 	5111	motorway	Autostrada Soarelui	A2	1	0	1	1	0
	19074391	 	5122	residential	Drumul Timonierului		0	0	0	0	0
	19074649	 	5122	residential	Strada Cupolei		0	0	0	0	0
	19181358	 	5113	primary	Pasajul Lujerului		1	0	-1	0	1
	19181387	 	5113	primary	Pasajul Lujerului		1	0	-1	0	1
